"","d_h","sig_h","t_h","bias_h","d_v","sig_v","t_v","bias_v","e_h","e_v"
"24",0.00245482296946613,0.0223788168030933,0.292966058484268,0.0125372521019653,0.00356491059638952,0.0286913767919151,0.555042412333281,-0.0334439837647954,0.000255510462971358,0.00030997031472773
"25",0.00147326430044065,0.0123634895168691,-0.0164499039651962,-0.0479082736140317,0.00194952926209218,0.0213450430285436,0.641750116102438,0.0416868142745743,0.000254936035839406,0.000386154587628359
"26",0.00151054181993558,0.0135001198521902,0.304733213859738,0.0276677197153059,0.00159589002050834,0.0116179125449525,0.42000686071317,0.0730578159132969,0.000260077101822414,0.000658747131921224
"27",0.00204283432734112,0.010620932955649,0.0719713972999735,0.0177119015662315,0.00287318485383776,0.0190777164470412,0.845501872340766,0.0430856293902915,0.000254615737220122,0.000338478386286794
"28",0.002040707415975,0.0106167489721997,0.340502406225804,0.000365293336676231,0.00287837620306882,0.0186523995222973,0.548719588598402,-0.0232163843785135,0.000254829848314754,0.000306292496520071
"29",0.00153693538406628,0.00719916990738881,-0.181903489088974,0.0141952467844246,0.00162109661644015,0.0139739749872243,0.0488225857181316,-0.0201123146710527,0.000263371756299411,0.000282473336242178
"30",0.00158745828573591,0.00781977633944607,0.100198218282685,-0.0522587923832059,0.00174996283965081,0.0152373058066014,0.406668209909641,0.068125100620744,0.000254314964857142,0.000314107202626533
"31",0.00308362061179881,0.0181810051153061,0.134959021578175,0.0737532854594383,0.00418529781745431,0.0263336484425484,0.256665439530917,0.0492261355995114,0.000254978519469477,0.000332459549145158
"32",0.0018577290667529,0.0161142776581298,0.2384909629073,0.0422400021641263,0.00187705739864905,0.0166951815762176,0.663381902796507,0.163781424873338,0.00025534394925738,0.000325755013892114
"33",0.00246699849256608,0.0176799664277144,0.352202852626391,0.0804268163290538,0.00266196716832292,0.0261394849831647,0.335317450343182,0.0336625196211977,0.000255036391840163,0.000386728749427191
"34",0.00187578544309671,0.00590630490305078,-0.0685903589031385,0.0866959398148284,0.0025100352816694,0.0215318594004512,0.564768907518065,-0.0995166385342655,0.000254930033814973,0.000301788015648648
"35",0.00277225886331918,0.0140447805082952,-0.141238172512031,0.0923172464778459,0.00289294766038016,0.0187473345480092,0.404543380208882,-0.0746913315049005,0.00025471477495215,0.000332934676124795
"36",0.00163957788243992,0.0138475839688895,0.517873588302003,-0.0112304316885878,0.00202589373101008,0.0158036037466999,0.897840062748247,0.0019106011129455,0.000255236296028177,0.000351043640627866
"37",0.00203505612375894,0.00581579342789646,0.169313424050501,0.0107142785912722,0.00271016843637954,0.0129504383060067,0.440271352038241,-0.0133882475906628,0.000254859500689729,0.000275317434126754
"38",0.00238174931842702,0.0156457420938327,0.565988489612711,0.0940904448083228,0.00190366556424452,0.0147604977287688,0.700806222122905,0.0648281336935628,0.000254648031464645,0.000301849891080453
"39",0.00213196635540612,0.015950826047463,0.590892064027009,0.0327331524809087,0.00361117650079175,0.0191108108044489,0.658114694840587,0.0229301191286262,0.000255100955974673,0.000303033846001728
"40",0.0019244801506885,0.020856400153501,0.643962454522416,-0.0229530525755618,0.00343171138878188,0.0235004276194339,0.352053005442576,0.033703874164136,0.000254797128995316,0.00033741628412179
"41",0.00146056235994015,0.0149640897610597,-0.0403322424192199,0.01070752746709,0.00222322282446103,0.0157572690271657,0.349669869376489,0.0137102955453674,0.000255987752441229,0.000350968352180088
"42",0.00190840584569668,0.00980826483902994,0.0872219222156107,-0.0389585410113843,0.00218488889236386,0.0157236985891279,0.459310965053447,-0.0512180166698255,0.000255154207061961,0.000321317440827293
"43",0.00280300848154441,0.013415816275825,0.615889369123065,0.0421980449608323,0.00374386034310733,0.0169179050376492,0.997835102128336,0.0952506480475608,0.000254636310812945,0.000310131942864768
"44",0.00207565654465707,0.0149893249302869,-0.228529310776769,0.0482823561138805,0.00229541836497186,0.0208553878399955,0.227380362310929,0.00425443304604456,0.000254646454701487,0.000417427873006853
"45",0.00299490930616767,0.0104871425289629,0.0459070796145859,0.0898307765338882,0.00356209116064992,0.0222502880117361,0.597246228012568,-0.0184340847880039,0.000254846065028186,0.00031369311171874
"46",0.00178340355221676,0.0148892258981868,0.0613861350451758,-0.00700725407568559,0.00214980359620713,0.0270142418710604,0.352047504125304,-0.0663351599310527,0.00025499635017771,0.000392163975083576
"47",0.00178945744659282,0.0116436071497815,0.34305000027132,-0.0243959983669162,0.00255268908416626,0.0162822624823391,0.608686655797967,-0.0121797275804537,0.00025497916141898,0.000304949354525479
"48",0.00224654579087456,0.0183230471413665,-0.03908042112149,-0.0583266139383787,0.00259440622596182,0.0206109198373009,0.322216088207478,-0.0544632761852579,0.000255098920129829,0.00031594892905263
"49",0.0020520569220125,0.0120013762182736,0.0340649480552775,-0.0709784893706424,0.00343907625802607,0.0219997283687494,0.315789954905496,-0.0621722285226647,0.000255508985243551,0.000314681271314905
"50",0.00170010432171312,0.00516494924995172,-0.0291473493341505,-0.104173306972971,0.0023355785322108,0.0128533393225291,0.463432672732693,-0.0143806508527062,0.000254754867657625,0.000308403722322863
"Pool",0.00206106146740286,0.0135778583626325,0.247090850438071,0.0197771295787574,0.00272166298821661,0.0197639552104587,0.522017283351098,0.0202159576964966,0.000254948087089392,0.000305743798672254
"mean",0.00206074973542702,0.0137735447449138,0.247003978229551,0.019104913652651,0.00271918062060298,0.0199006900227782,0.507239593955685,0.0198258340209093,0.000255219176987463,0.000333585826038471
"std",0.000438141531992208,0.0047694077736289,0.275462815003125,0.0567327374745263,0.000664244171201911,0.00442677589722494,0.216149500086117,0.055614435417493,1.43235490692978e-06,5.5525328823021e-05
"min",0.00124547387341225,0.00266079296690375,-0.228529310776769,-0.105149049656461,0.00159589002050834,0.0116179125449525,0.0488225857181316,-0.0995166385342655,-0.105149049656461,0.000275317434126754
"max",0.00308362061179881,0.0226764763078431,0.952622865671606,0.144146298247928,0.00418529781745431,0.0290155728206639,1.06634824607446,0.163781424873338,0.000263371756299411,0.000658747131921224
